Transaction_ID,Customer_ID,Ticket_Price,Category,Quantity,Discount_Applied,Snack_Amount,Age,Gender,Location,Preferred_Snacks,Visitation_Frequency,Membership_Type,Membership_Status,Loyalty_Points,Recency,Frequency,Monetary,Amount
1250,1353,150,2,1,284.61,0,52,0,0,1,3,0,0,444,69,6,11122.79,-134.61
7424,1472,250,0,7,275.33,150,55,0,0,2,3,2,1,133,48,6,17659.39,1624.67
9307,1576,350,2,3,195.03,0,37,1,1,0,3,1,1,419,54,8,16448.79,854.97
3976,355,150,2,8,306.93,0,54,1,1,1,0,1,1,49,102,4,10431.85,893.0699999999999
6183,1466,250,1,6,487.81,150,57,0,1,4,1,0,0,250,165,7,16938.32,1162.19
492,576,250,1,7,16.779000000000003,50,54,0,1,2,2,1,0,945,165,3,5476.928500000002,1787.18
8410,752,250,2,3,220.79,100,48,0,2,0,0,0,1,460,32,6,6497.0,629.21
3402,731,150,1,3,510.05,0,21,0,2,2,1,2,1,233,57,4,13977.73,-60.05000000000001
336,571,450,1,10,180.16,50,50,1,2,3,1,0,1,436,41,9,21385.78,3516.3334999999993
9051,202,250,0,3,16.779000000000003,0,53,1,1,2,1,1,1,153,9,8,17097.75,743.81
3305,946,350,0,3,345.44,50,37,1,2,4,0,2,0,820,19,5,13552.4,754.56
87,968,250,2,1,1050.1384999999996,0,51,0,2,4,2,0,1,184,65,6,18497.32,-258.5225
2944,1195,150,1,6,16.779000000000003,0,31,0,1,3,1,1,0,670,29,5,9078.17,893.84
1754,852,150,2,4,185.7,0,35,0,1,1,0,1,1,485,17,5,13896.75,414.3
9090,1231,150,2,1,21.22,150,32,1,2,0,1,1,0,612,44,5,5476.928500000002,278.78
7023,202,250,1,5,408.5,0,53,1,1,2,1,1,1,153,9,8,17097.75,841.5
5776,721,450,0,3,339.52,100,50,0,0,3,3,1,1,414,4,6,17254.42,1110.48
4050,1480,250,2,8,672.46,0,53,0,0,4,1,0,1,791,46,4,17100.92,1327.54
7025,676,450,0,4,201.23,0,55,0,0,1,1,1,1,212,18,7,15694.03,1598.77
6591,1922,150,2,8,434.33,150,59,1,0,3,3,2,0,462,101,4,10844.97,915.6700000000001
1053,694,250,0,7,48.32,0,58,1,0,2,1,0,1,557,25,5,14508.69,1701.68
1595,1129,350,1,7,552.75,0,35,0,2,4,1,2,0,662,74,6,16186.06,1897.25
4579,269,150,1,9,498.49,0,62,1,2,2,3,1,0,829,28,5,13266.3,851.51
8905,787,450,2,3,79.04,0,63,0,2,3,3,0,1,393,43,3,5651.92,1270.96
6648,1099,250,2,7,1050.1384999999996,100,35,1,2,2,1,1,1,841,157,6,22294.0,779.56
4111,844,150,2,3,273.14,0,20,0,0,1,3,2,0,912,15,6,14706.32,176.86
497,82,450,1,4,664.48,0,62,0,2,1,2,2,1,891,33,5,8942.55,1135.52
1330,1432,250,1,10,443.25,150,36,0,1,4,3,1,1,303,4,9,21003.33,2206.75
3912,1248,450,0,2,529.67,0,21,0,0,0,2,0,0,823,16,7,20668.21,370.33000000000004
6407,841,150,1,9,187.77,0,63,0,2,2,3,2,1,433,67,5,16181.12,1162.23
5135,1587,150,1,3,848.54,100,62,1,0,3,3,1,0,225,53,8,22244.46,-258.5225
8029,375,250,1,3,60.26,100,37,0,1,3,0,1,1,867,59,5,7481.58,789.74
6463,1918,250,1,6,959.7,150,61,0,1,4,1,0,1,717,68,5,10697.01,690.3
8737,1250,350,0,5,399.53,0,23,0,0,2,1,2,1,624,126,4,10653.46,1350.47
5365,569,350,2,7,38.7,0,44,0,1,2,0,1,0,273,48,7,12562.12,2411.3
7703,1950,250,0,7,344.67,0,22,0,2,4,0,1,0,414,13,7,19561.21,1405.33
975,291,250,1,8,236.25,0,63,1,2,0,3,1,0,557,34,6,18893.81,1763.75
365,1431,450,0,5,803.36,50,56,1,0,2,2,2,1,150,45,10,26885.26,1496.6399999999999
2445,148,150,1,6,605.96,0,51,0,2,4,0,1,1,172,62,4,10102.69,294.03999999999996
3663,1604,450,1,1,240.59,150,22,1,1,0,0,1,0,735,17,9,18205.76,359.40999999999997
8627,1472,350,2,5,907.62,0,55,0,0,2,3,2,1,133,48,6,17659.39,842.38
3811,49,250,2,9,313.18,0,45,0,0,3,1,2,1,561,11,7,18042.22,1936.82
8275,394,250,0,10,78.58,100,36,0,2,0,3,1,0,778,23,10,26885.26,2521.42
7361,131,450,0,7,134.94,0,27,0,0,3,0,2,1,805,120,6,18419.94,3015.06
9682,1729,250,2,3,172.99,0,27,1,0,3,3,1,0,435,103,5,5476.928500000002,577.01
863,1674,350,0,3,534.87,50,20,0,0,4,0,1,0,49,130,6,19477.28,565.13
3972,418,450,0,1,830.61,0,30,1,0,0,0,0,1,281,60,6,17182.120000000003,-258.5225
1585,1017,250,1,6,27.41,100,63,1,1,3,0,0,1,704,4,3,5476.928500000002,1572.59
8091,1812,250,2,6,785.67,0,41,0,0,3,2,2,1,389,77,3,5476.928500000002,714.33
3518,231,350,0,2,520.61,0,51,0,2,0,0,1,0,485,19,5,11529.77,179.39
12,102,150,1,2,218.07,0,27,0,0,1,2,1,1,371,40,7,18630.13,81.93
9757,442,150,1,2,24.82,0,20,1,0,2,2,1,0,628,52,5,12364.76,275.18
1144,494,450,1,6,101.91,0,20,0,2,2,3,0,0,898,14,8,25816.95,2598.09
9728,390,150,1,4,375.7,100,49,1,2,0,1,2,0,937,14,7,14431.04,324.3
9441,719,250,2,1,97.74,100,50,1,2,1,0,0,1,525,26,6,11220.09,252.26
5266,778,150,1,8,694.91,0,63,1,2,3,0,0,0,649,13,9,21322.83,505.09000000000003
641,1956,450,0,10,95.4,0,35,0,2,3,1,1,0,487,80,6,15846.3,3516.3334999999993
1910,1430,150,2,7,240.89,0,22,1,1,4,3,2,1,551,35,3,5476.928500000002,809.11
8750,173,450,1,9,178.0,0,53,1,0,1,0,0,0,869,10,9,25198.25,3516.3334999999993
1184,843,150,0,1,166.97,0,43,1,2,4,1,2,1,226,165,3,6223.530000000001,-16.97
4750,387,150,0,6,238.0,0,43,1,2,2,0,1,0,847,67,7,12884.9,662.0
6818,504,250,0,9,162.2,0,36,0,2,1,1,1,1,318,37,6,13723.16,2087.8
2667,815,450,0,9,31.99,100,28,1,2,2,3,2,0,284,49,7,20823.63,3516.3334999999993
7924,1889,450,0,1,1050.1384999999996,0,52,1,1,4,0,0,0,945,39,7,16303.03,-258.5225
9611,309,250,2,8,242.13,150,41,1,1,4,0,0,1,59,37,6,20762.99,1907.87
4133,1208,350,2,1,159.31,0,61,1,2,4,2,1,0,212,14,4,11558.6,190.69
5581,1919,150,2,9,17.05,0,45,0,2,4,0,1,1,748,44,6,13747.56,1332.95
8788,1091,150,0,4,389.63,0,60,1,1,1,0,2,1,657,34,5,12558.86,210.37
8852,1616,450,0,2,172.44,50,25,1,0,3,1,0,1,231,43,5,17611.06,777.56
2405,652,450,0,7,152.94,0,31,1,2,4,3,1,0,232,145,4,8766.93,2997.06
1526,902,150,2,5,175.47,100,60,1,0,1,3,2,0,598,75,6,19626.58,674.53
4041,997,150,1,8,947.33,150,60,1,1,0,2,1,0,202,98,8,19524.87,402.66999999999996
7951,191,450,2,10,253.32,150,20,1,0,2,0,0,0,94,45,7,18122.61,3516.3334999999993
8467,1568,350,2,7,483.49,0,39,1,0,1,0,0,1,932,41,6,18068.78,1966.51
4973,587,150,0,3,174.18,50,49,1,0,3,3,1,1,433,9,6,15183.65,325.82
7081,1375,350,2,10,235.76,0,22,1,0,2,2,1,0,347,5,4,15418.62,3264.24
1632,1706,150,1,10,273.28,0,39,0,1,4,2,0,0,298,63,3,5476.928500000002,1226.72
5311,738,250,1,2,34.66,0,29,1,1,1,3,2,1,491,78,8,12708.92,465.34000000000003
6135,1847,150,2,3,55.23,0,52,0,0,1,3,1,1,77,20,7,13591.17,394.77
7485,274,250,0,8,377.21,50,32,0,1,3,1,0,1,720,9,9,20396.69,1672.79
5951,450,250,1,2,452.03,0,53,0,1,1,1,1,0,945,148,5,9734.16,47.97000000000003
7521,1163,150,1,9,549.92,100,42,0,1,0,3,0,0,49,93,5,16037.32,900.08
4453,1384,150,2,8,114.07,150,37,0,2,3,3,0,1,773,80,7,14715.34,1235.93
2747,744,250,1,6,160.3,0,56,0,0,1,2,1,1,604,100,8,20575.08,1339.7
2409,1365,150,2,3,25.41,0,43,0,0,4,2,2,0,945,65,6,18447.42,424.59
5668,175,450,2,10,16.779000000000003,100,56,0,1,4,3,0,0,197,66,5,9104.17,3516.3334999999993
2690,425,150,1,4,1045.5,0,59,1,2,1,0,2,0,447,101,6,19324.11,-258.5225
7847,654,250,1,4,738.32,0,45,0,0,2,3,0,1,179,30,4,14944.28,261.67999999999995
653,116,150,0,10,290.33,0,35,1,1,1,0,2,1,930,86,7,10420.61,1209.67
59,1481,150,2,4,270.18,0,63,1,1,0,1,2,1,49,136,5,11955.27,329.82
3370,684,150,0,1,1031.7,0,49,1,0,0,3,0,0,260,58,5,12880.79,-258.5225
7915,850,250,1,9,558.0,0,51,1,2,3,1,1,0,49,46,6,10829.62,1692.0
2572,286,450,0,10,38.85,100,50,0,2,1,0,0,1,537,19,5,9314.99,3516.3334999999993
8519,1567,350,0,2,16.779000000000003,50,35,1,0,0,3,0,1,719,4,5,10377.75,737.14
4552,1375,450,1,10,625.63,50,22,1,0,2,2,1,0,347,5,4,15418.62,3516.3334999999993
2335,192,250,0,4,308.63,100,25,0,2,3,1,2,1,831,70,5,13664.0,791.37
491,1320,450,1,2,334.93,150,28,0,0,4,0,1,0,806,9,8,18759.75,715.0699999999999
2348,1771,250,1,7,758.53,0,20,0,2,0,2,0,1,138,66,6,22037.84,991.47
7398,178,250,1,3,822.31,0,24,1,1,1,1,1,1,393,4,7,21167.21,-72.30999999999995
8094,881,150,0,4,473.45,0,22,0,2,0,3,2,1,369,27,8,20769.94,126.55000000000001
7374,1931,250,2,10,567.1,0,28,1,2,2,3,2,1,796,8,10,21347.12,1932.9
4492,595,150,2,10,240.92,50,60,0,0,4,3,2,0,67,73,4,5640.85,1309.08
6024,884,450,1,9,390.53,0,22,1,0,1,3,0,0,314,76,7,20845.04,3516.3334999999993
508,648,350,2,2,1040.55,100,37,1,1,3,2,0,0,311,38,6,18309.58,-240.54999999999995
3532,984,150,2,6,778.61,0,30,1,1,2,3,0,1,369,98,5,11293.06,121.38999999999999
9920,1089,150,0,5,103.96,0,31,1,1,0,3,1,0,54,28,6,17356.129999999997,646.04
6743,1776,150,0,5,247.41,0,60,1,2,4,0,1,1,49,23,6,20615.2,502.59000000000003
9167,1144,450,2,1,735.94,0,20,0,2,1,1,1,1,97,165,8,26835.89,-258.5225
1889,251,350,0,9,19.33,0,62,1,0,2,2,0,1,815,30,4,5476.928500000002,3130.67
3200,562,150,1,10,345.49,0,28,1,0,0,3,0,0,237,4,6,18372.32,1154.51
3539,464,250,2,1,369.82,0,61,1,0,3,2,0,0,174,75,5,16410.84,-119.82
9300,1594,250,2,5,1050.1384999999996,150,44,1,1,4,3,2,1,110,165,3,8021.69,290.54999999999995
4839,283,450,1,5,379.42,150,60,0,1,4,3,1,0,321,52,4,8415.199999999999,2020.58
1695,1799,350,1,10,222.26,150,20,1,2,0,0,2,1,945,111,3,7276.71,3427.74
886,522,450,2,5,142.27,50,58,0,2,2,3,1,1,104,5,8,19097.08,2157.73
6169,519,350,1,9,968.66,100,27,0,0,1,3,0,1,667,6,8,17416.5,2281.34
9586,1886,350,0,5,180.54,0,21,0,1,1,1,2,0,737,7,6,15403.86,1569.46
7987,1335,250,1,4,544.12,100,25,0,1,3,0,0,1,378,165,5,16512.370000000003,555.88
5855,1056,250,2,8,612.32,0,35,1,0,0,1,1,0,66,34,5,12155.9,1387.6799999999998
9488,1879,350,2,7,203.53,0,20,1,0,3,2,2,1,76,20,9,18693.91,2246.47
4541,614,350,0,1,58.43,100,24,0,2,4,0,1,1,510,4,7,12490.7,391.57
1078,1629,150,0,5,115.08,0,57,1,1,2,0,0,1,819,86,6,11788.82,634.92
8517,104,350,2,10,1046.04,0,38,1,2,2,2,0,1,374,101,8,15010.33,2453.96
4209,911,250,0,6,328.58,0,48,1,0,1,1,0,0,627,4,7,23178.73,1171.42
485,1146,450,2,6,57.45,0,60,1,0,1,0,1,1,296,33,9,22815.77,2642.55
85,1405,350,2,9,93.95,0,32,0,2,3,2,2,1,762,11,4,10118.27,3056.05
1166,463,450,0,4,345.65,100,43,1,0,2,3,0,1,784,72,6,14995.97,1554.35
1431,384,150,2,6,219.69,50,63,1,1,0,0,1,1,827,32,6,16674.04,730.31
6686,817,450,1,7,209.29,50,54,1,0,2,1,2,0,830,95,5,14506.0,2990.71
6432,1642,150,0,4,298.26,100,20,1,2,3,3,2,1,816,57,3,8987.42,401.74
6405,598,350,0,1,911.69,0,54,0,0,2,0,2,0,945,42,3,8392.92,-258.5225
1728,661,450,0,5,466.41,100,61,0,2,4,0,2,0,563,41,4,13478.23,1883.59
4098,1539,450,0,7,16.779000000000003,0,57,1,2,4,0,0,0,612,19,7,10590.09,3139.69
8475,847,250,1,2,396.84,0,50,0,0,2,3,0,1,366,60,6,13990.54,103.16000000000003
5929,1361,350,1,3,827.37,0,56,0,1,3,3,2,1,594,9,9,16715.27,222.63
7905,354,350,0,8,80.11,0,30,1,1,2,1,2,0,617,12,7,16849.1,2719.89
4338,864,450,2,4,55.06,0,48,1,2,3,1,2,1,123,43,8,25166.45,1744.94
9231,888,350,1,6,56.07,0,58,1,2,1,1,0,0,385,8,7,16543.64,2043.93
7808,1859,250,0,3,1050.1384999999996,0,56,1,0,2,1,0,1,945,5,6,19331.35,-258.5225
4245,1592,150,1,2,505.05,0,63,0,1,1,1,2,0,945,94,5,13384.78,-205.05
6892,296,250,1,1,401.8,0,20,1,2,4,3,2,0,863,28,6,8750.369999999999,-151.8
4398,1600,250,1,6,172.44,150,28,1,0,2,2,0,1,49,55,5,12736.57,1477.56
3468,951,150,2,5,641.22,100,62,0,0,1,0,2,1,739,49,5,17494.6,208.77999999999997
1568,396,250,0,7,414.76,50,33,0,0,4,2,2,1,945,15,5,8367.11,1385.24
1556,1861,250,0,8,712.19,0,32,0,0,3,0,0,1,189,20,5,14718.07,1287.81
7616,32,150,0,10,177.88,0,36,0,2,4,0,1,0,586,21,5,15661.36,1322.12
8407,1851,250,0,7,27.4,0,39,1,2,0,2,0,1,942,27,8,19436.01,1722.6
9404,1489,250,0,2,153.63,0,60,1,0,2,1,2,1,493,165,3,5476.928500000002,346.37
1376,1156,450,2,7,800.35,0,23,1,2,4,1,2,1,77,48,4,7121.76,2349.65
2568,732,450,1,5,16.779000000000003,0,34,0,1,3,0,1,0,806,55,7,15694.33,2239.11
3680,1758,350,1,1,402.14,0,37,1,1,1,3,1,0,208,29,5,16921.989999999998,-52.139999999999986
7038,267,250,0,10,25.89,0,21,0,0,1,0,0,0,565,8,5,11136.19,2474.11
6477,1300,250,0,7,223.95,0,47,0,0,1,1,0,1,342,29,8,18471.1,1526.05
837,485,150,0,4,321.73,100,20,0,0,4,2,2,1,366,14,4,9496.66,378.27
1244,608,250,2,9,600.71,0,27,1,1,3,2,0,1,213,21,6,14526.14,1649.29
4531,1807,250,1,1,247.12,0,29,0,2,3,3,0,0,487,19,7,12738.85,2.8799999999999955
4553,498,450,2,5,28.39,0,62,1,1,1,2,1,0,280,29,5,9924.98,2221.61
9972,480,250,1,3,37.84,0,36,0,0,4,2,1,0,325,38,9,24251.09,712.16
7211,1794,150,0,7,261.43,0,44,1,2,2,3,0,1,306,96,5,16811.38,788.5699999999999
1589,1095,450,2,10,16.779000000000003,150,25,0,2,3,1,1,1,49,99,3,10980.5,3516.3334999999993
8994,873,150,2,3,16.779000000000003,0,58,1,1,2,3,2,1,878,46,5,12884.9,444.83
8829,1965,450,2,5,374.24,0,50,1,1,2,1,2,1,281,5,4,9970.1,1875.76
3382,212,450,2,2,617.73,0,20,1,0,4,2,2,1,576,111,4,6630.15,282.27
5663,1627,350,1,8,91.85,100,36,0,2,2,0,1,1,493,85,5,14483.53,2808.15
7265,691,250,1,2,155.7,0,33,1,1,0,0,0,0,647,11,3,7244.49,344.3
9359,1403,450,2,4,745.02,0,27,0,2,0,2,0,0,945,106,8,24207.63,1054.98
7492,274,450,0,1,130.88,50,32,0,1,3,1,0,1,720,9,9,20396.69,369.12
1815,935,450,0,1,74.83,0,41,0,2,3,1,1,0,878,12,3,8404.34,375.17
5371,1401,450,2,7,419.69,0,43,1,2,1,0,2,0,945,26,7,21273.11,2730.31
3835,864,150,1,2,102.31,150,48,1,2,3,1,2,1,123,43,8,25166.45,347.69
1784,1587,350,2,2,356.06,50,62,1,0,3,3,1,0,225,53,8,22244.46,393.94
7401,229,450,2,7,349.46,0,27,0,1,3,0,2,0,225,120,4,10338.71,2800.54
5856,791,450,0,8,723.46,0,58,0,1,3,2,2,1,119,38,3,7112.54,2876.54
4295,1123,150,1,8,563.87,0,20,1,2,1,2,1,0,945,4,7,16152.28,636.13
4207,1484,150,1,3,655.47,0,50,0,0,4,2,2,0,280,8,7,10168.97,-205.47000000000003
3122,1348,150,1,4,144.24,0,51,0,0,4,1,2,0,945,62,3,8022.41,455.76
7032,102,250,0,9,76.09,0,27,0,0,1,2,1,1,371,40,7,18630.13,2173.91
8944,574,250,2,2,70.81,0,51,1,2,0,0,2,1,269,64,4,10905.01,429.19
8963,1727,450,0,9,610.79,100,27,1,0,1,3,0,0,202,46,6,17992.86,3516.3334999999993
8342,1186,150,1,3,28.42,0,63,1,0,2,3,0,1,601,5,9,23925.37,421.58
7630,570,450,1,2,436.6,0,25,1,2,4,0,0,0,365,89,3,12476.829999999998,463.4
1399,882,250,0,6,490.57,0,48,1,2,4,3,0,0,444,73,9,26885.26,1009.4300000000001
3739,831,250,0,6,589.35,50,55,1,0,4,3,0,1,628,49,4,9323.33,960.65
7724,1517,450,0,7,104.27,0,53,1,1,1,1,1,0,188,42,10,26885.26,3045.73
3951,1170,150,1,3,564.92,0,61,0,0,4,2,0,0,210,54,5,12401.79,-114.91999999999996
224,1310,150,1,6,280.32,0,38,0,1,0,2,1,1,867,7,7,24534.2,619.6800000000001
4130,792,250,1,4,106.39,100,52,0,1,3,2,1,0,571,48,4,12192.44,993.61
634,1179,350,0,1,222.05,0,57,0,2,3,3,0,0,284,24,6,12655.14,127.94999999999999
5500,1527,350,0,7,325.93,0,48,1,0,0,0,1,1,168,72,5,13912.240000000002,2124.07
8986,312,250,0,3,873.63,0,43,1,1,1,1,1,0,309,66,5,8285.27,-123.63
5095,892,250,1,2,534.79,150,32,1,2,2,0,2,1,562,36,8,21301.86,115.21000000000004
7852,1766,150,0,4,603.63,0,43,0,2,2,0,2,0,316,69,7,24440.62,-3.6299999999999955
7373,1419,350,1,4,296.25,100,33,0,2,4,0,2,1,512,120,7,12726.28,1203.75
1730,477,450,2,10,283.73,150,22,1,0,4,0,2,1,697,118,5,13346.53,3516.3334999999993
6324,1063,150,0,5,323.63,50,45,1,0,3,0,1,0,174,65,5,11229.23,476.37
5184,1283,250,0,8,119.7,0,36,0,2,4,2,2,1,283,17,6,10086.78,1880.3
1716,1326,450,0,4,26.89,50,56,1,1,3,3,0,1,634,64,4,10634.05,1823.11
7979,1900,150,1,2,501.73,0,49,0,2,2,2,2,1,936,86,5,16287.59,-201.73000000000002
203,1982,250,1,3,145.38,0,57,0,0,0,2,2,0,717,13,5,12950.14,604.62
9781,1403,150,1,4,188.59,0,27,0,2,0,2,0,0,945,106,8,24207.63,411.40999999999997
5764,639,150,0,5,51.31,0,46,0,1,1,2,0,1,578,8,7,10691.32,698.69
5062,1550,150,2,4,848.04,0,60,1,1,4,0,0,0,920,80,8,22685.17,-248.03999999999996
5746,1421,450,1,2,125.25,0,24,0,0,0,1,1,1,252,42,7,15045.92,774.75
7773,686,150,0,5,124.69,100,48,0,1,0,0,2,1,180,87,5,15380.05,725.31
1171,393,450,2,3,150.12,0,56,1,1,4,1,2,0,732,13,7,13380.36,1199.88
1003,1395,250,1,2,35.16,0,46,1,2,2,0,0,0,160,50,8,22068.3,464.84000000000003
5966,782,350,2,10,1050.1384999999996,0,46,0,1,2,1,0,0,767,16,9,21916.22,2379.69
8955,494,450,1,7,532.24,0,20,0,2,2,3,0,0,898,14,8,25816.95,2617.76
4304,477,450,2,2,722.87,0,22,1,0,4,0,2,1,697,118,5,13346.53,177.13
4276,1702,250,1,3,291.39,150,62,0,0,4,1,1,0,635,157,3,7166.8,608.61
3325,1373,250,1,4,510.06,0,20,1,2,1,0,2,1,564,67,5,11938.96,489.94
3911,526,350,2,9,537.73,0,55,1,1,3,0,1,0,232,8,7,20011.31,2612.27
8087,1035,350,2,9,79.1,0,54,1,2,3,3,1,1,541,9,4,9932.07,3070.9
347,701,350,2,1,306.04,50,56,0,0,1,3,0,0,274,118,4,11884.96,93.95999999999998
9740,1980,350,0,8,362.56,0,63,1,2,2,3,1,0,49,28,10,26585.5,2437.44
7944,1160,450,1,6,306.68,150,46,1,0,0,2,1,0,602,141,3,7093.85,2543.32
778,670,450,2,9,243.66,0,48,0,1,1,1,0,1,816,4,7,22329.33,3516.3334999999993
2556,560,450,2,5,1038.21,150,58,1,1,2,3,0,1,903,110,6,16644.39,1361.79
8070,1053,450,0,10,212.3,0,47,0,2,4,2,1,1,332,51,4,11083.31,3516.3334999999993
1987,1428,150,1,2,752.2,0,59,1,1,4,0,1,0,402,37,6,18254.41,-258.5225
454,164,350,0,8,143.74,150,59,1,0,0,0,0,0,470,111,4,15681.95,2806.26
6701,1690,450,0,6,38.97,0,26,0,0,2,0,2,1,427,28,10,24642.6,2661.03
1769,1399,450,0,10,407.95,0,59,1,0,3,2,0,0,660,71,10,26885.26,3516.3334999999993
3878,580,450,0,1,697.68,100,60,0,0,3,0,0,0,300,15,7,14597.26,-147.67999999999995
278,1547,350,1,10,498.75,0,63,1,2,2,0,2,1,825,165,3,5476.928500000002,3001.25
5810,700,250,0,5,1019.85,0,33,0,0,3,2,1,1,498,24,5,11690.32,230.14999999999998
3132,961,450,2,1,398.58,0,48,1,2,3,3,1,1,699,125,5,14473.92,51.420000000000016
4471,1755,350,0,7,1050.1384999999996,100,53,0,1,1,1,2,0,809,27,6,21094.07,1434.25
1297,1049,450,2,5,452.9,0,22,1,2,4,0,2,1,319,13,6,19319.03,1797.1
7188,1368,350,0,1,392.93,0,44,0,0,0,0,1,1,780,101,3,5476.928500000002,-42.93000000000001
1453,1568,450,0,10,293.39,0,39,1,0,1,0,0,1,932,41,6,18068.78,3516.3334999999993
5463,1546,350,2,8,626.36,150,53,1,0,2,2,1,1,881,4,4,16850.58,2323.64
4034,99,350,1,4,183.57,0,50,0,0,3,0,1,0,545,103,6,11190.28,1216.43
5254,621,350,1,10,293.61,0,43,0,0,4,0,1,0,931,76,5,14313.29,3206.39
1308,213,250,2,8,242.53,0,59,0,1,1,0,0,1,319,4,10,22755.31,1757.47
844,1454,250,2,5,372.96,150,50,1,0,3,0,1,0,85,19,10,26885.26,1027.04
7964,941,450,2,7,266.94,0,39,0,2,2,3,0,1,331,10,9,19418.0,2883.06
9113,1039,350,1,6,889.43,50,27,0,2,3,2,2,1,52,77,5,16950.98,1260.5700000000002
5323,1914,350,2,4,398.62,100,52,1,0,2,0,2,1,378,23,5,14654.31,1101.38
467,1787,450,1,9,339.67,0,38,0,2,1,2,2,0,122,14,9,19827.16,3516.3334999999993
2818,1775,450,1,2,220.88,100,47,0,1,4,3,0,0,888,5,6,14616.77,779.12
5545,408,150,1,4,742.29,0,46,1,1,1,3,1,1,150,36,8,16215.01,-142.28999999999996
1051,1267,150,0,1,1020.17,150,35,1,2,3,0,1,0,829,17,3,7632.93,-258.5225
9451,728,250,0,5,156.95,150,52,1,2,0,0,1,0,293,42,10,24758.18,1243.05
4583,745,250,2,3,1050.1384999999996,0,39,0,1,3,0,1,0,261,10,8,26885.26,-258.5225
235,1286,350,1,10,53.41,0,45,0,2,3,2,1,0,563,19,5,6461.06,3446.59
4570,1498,350,1,10,99.53,100,30,1,0,0,3,0,0,395,158,6,10781.95,3500.47
1603,163,150,0,9,286.75,100,59,1,1,0,2,2,0,169,74,4,7538.959999999999,1163.25
7934,818,350,0,8,204.21,0,29,0,1,1,0,2,0,945,40,4,10209.49,2595.79
9082,1042,150,1,10,448.33,50,22,0,2,0,0,1,1,740,101,6,21160.77,1101.67
268,1442,250,1,10,365.8,0,37,1,2,1,0,2,1,559,165,3,7376.0,2134.2
3051,564,250,0,3,212.7,0,26,0,0,3,0,0,0,945,14,6,13302.86,537.3
5333,861,350,1,4,786.48,50,31,1,2,3,3,1,1,282,9,3,10271.86,663.52
2923,1860,350,2,4,482.66,150,54,1,0,0,2,0,0,677,7,8,15087.83,1067.34
5761,66,350,1,4,720.27,0,46,0,1,4,1,0,1,820,82,3,8813.15,679.73
9335,925,250,1,5,578.63,0,56,0,2,0,1,2,1,901,55,8,23011.77,671.37
4894,668,150,2,3,1050.1384999999996,0,34,1,0,1,3,2,1,597,32,6,20634.85,-258.5225
4189,1315,150,0,7,569.22,150,50,1,2,2,2,2,0,918,158,4,12252.26,630.78
1760,618,150,2,2,697.79,0,62,1,1,4,2,1,0,939,50,4,14949.06,-258.5225
6638,288,350,2,7,326.96,0,49,1,2,0,2,0,1,838,45,5,14093.78,2123.04
9824,429,350,0,2,135.27,100,25,1,1,1,2,1,0,923,4,5,7669.559999999999,664.73
1046,1784,350,0,2,1050.1384999999996,100,63,0,0,4,1,1,1,90,21,10,26885.26,-258.5225
9659,736,450,1,10,95.56,0,51,1,0,4,3,0,1,280,27,5,13841.25,3516.3334999999993
4105,1198,150,0,1,981.74,0,43,1,1,3,2,0,1,945,71,6,12149.61,-258.5225
4808,1669,250,1,10,212.99,0,39,1,1,1,0,0,0,604,105,7,18388.53,2287.01
