Transaction_ID,Customer_ID,Ticket_Price,Category,Quantity,Discount_Applied,Snack_Amount,Age,Gender,Location,Preferred_Snacks,Visitation_Frequency,Membership_Type,Membership_Status,Loyalty_Points,Recency,Frequency,Monetary,Amount
TXN1339835,CUST00573,450,Snacks,10,180.16,50,50,Male,Tier_3,Popcorn,Quarterly,Basic,Non-Member,436,41,9,21385.78,4369.84
TXN9143206,CUST00204,250,Merchandise,3,6.19,0,53,Male,Tier_2,Nachos,Quarterly,Gold,Non-Member,153,9,8,17097.75,743.81
TXN3966773,CUST00951,350,Merchandise,3,345.44,50,37,Male,Tier_3,Samosa,Monthly,Premium,Member,820,19,5,13552.4,754.56
TXN1083118,CUST00973,250,Ticket,1,1198.94,0,51,Female,Tier_3,Samosa,Weekly,Basic,Non-Member,184,65,6,18497.32,-948.94
TXN3632201,CUST01201,150,Snacks,6,6.16,0,31,Female,Tier_2,Popcorn,Quarterly,Gold,Member,670,29,5,9078.17,893.84
TXN2597520,CUST00857,150,Ticket,4,185.7,0,35,Female,Tier_2,Ice Cream,Monthly,Gold,Non-Member,485,17,5,13896.75,414.3
TXN9174087,CUST01238,150,Ticket,1,21.22,150,32,Male,Tier_3,Cold Drink,Quarterly,Gold,Member,612,44,5,4341.97,278.78
TXN7321367,CUST00204,250,Snacks,5,408.5,0,53,Male,Tier_2,Nachos,Quarterly,Gold,Non-Member,153,9,8,17097.75,841.5
TXN6185910,CUST00725,450,Merchandise,3,339.52,100,50,Female,Tier_1,Popcorn,Yearly,Gold,Non-Member,414,2,6,17254.42,1110.48
TXN4643930,CUST01489,250,Ticket,8,672.46,0,53,Female,Tier_1,Samosa,Quarterly,Basic,Non-Member,791,46,4,17100.92,1327.54
TXN7322401,CUST00679,450,Merchandise,4,201.23,0,55,Female,Tier_1,Ice Cream,Quarterly,Gold,Non-Member,212,18,7,15694.03,1598.77
TXN6918058,CUST01936,150,Ticket,8,434.33,150,59,Male,Tier_1,Popcorn,Yearly,Premium,Member,462,101,4,10844.97,915.6700000000001
TXN1980012,CUST00697,250,Merchandise,7,48.32,0,58,Male,Tier_1,Nachos,Quarterly,Basic,Non-Member,557,25,5,14508.69,1701.68
TXN2451909,CUST01135,350,Snacks,7,552.75,0,35,Female,Tier_3,Samosa,Quarterly,Premium,Member,662,74,6,16186.06,1897.25
TXN5125626,CUST00271,150,Snacks,9,498.49,0,62,Male,Tier_3,Nachos,Yearly,Gold,Member,829,28,5,13266.3,851.51
TXN9016545,CUST00792,450,Ticket,3,79.04,0,63,Female,Tier_3,Popcorn,Yearly,Basic,Non-Member,393,43,2,5651.92,1270.96
TXN6968255,CUST01105,250,Ticket,7,1070.44,100,35,Male,Tier_3,Nachos,Quarterly,Gold,Non-Member,841,157,6,22294.0,779.56
TXN4702232,CUST00849,150,Ticket,3,273.14,0,18,Female,Tier_1,Ice Cream,Yearly,Premium,Member,912,15,6,14706.32,176.86
TXN1485163,CUST00083,450,Snacks,4,664.48,0,62,Female,Tier_3,Ice Cream,Weekly,Premium,Non-Member,891,33,5,8942.55,1135.52
TXN2227246,CUST01440,250,Snacks,10,443.25,150,36,Female,Tier_2,Samosa,Yearly,Gold,Non-Member,303,1,9,21003.33,2206.75
TXN4501267,CUST01255,450,Merchandise,2,529.67,0,21,Female,Tier_1,Cold Drink,Weekly,Basic,Member,823,16,7,20668.21,370.33000000000004
TXN6746171,CUST00846,150,Snacks,9,187.77,0,65,Female,Tier_3,Nachos,Yearly,Premium,Non-Member,433,67,5,16181.12,1162.23
TXN5610226,CUST01596,150,Snacks,3,848.54,100,62,Male,Tier_1,Popcorn,Yearly,Gold,Member,225,53,8,22244.46,-298.53999999999996
TXN8232365,CUST00377,250,Snacks,3,60.26,100,37,Female,Tier_2,Popcorn,Monthly,Gold,Non-Member,867,59,5,7481.58,789.74
TXN6795290,CUST01932,250,Snacks,6,959.7,150,61,Female,Tier_2,Samosa,Quarterly,Basic,Non-Member,717,68,5,10697.01,690.3
TXN8872904,CUST01257,350,Merchandise,5,399.53,0,23,Female,Tier_1,Nachos,Quarterly,Premium,Non-Member,624,126,4,10653.46,1350.47
TXN5831487,CUST00571,350,Ticket,7,38.7,0,44,Female,Tier_2,Nachos,Monthly,Gold,Member,273,48,7,12562.12,2411.3
TXN7933616,CUST01964,250,Merchandise,7,344.67,0,22,Female,Tier_3,Samosa,Monthly,Gold,Member,414,13,7,19561.21,1405.33
TXN1909939,CUST00293,250,Snacks,8,236.25,0,63,Male,Tier_3,Cold Drink,Yearly,Gold,Member,557,34,6,18893.81,1763.75
TXN1365490,CUST01439,450,Merchandise,5,803.36,50,56,Male,Tier_1,Nachos,Weekly,Premium,Non-Member,150,45,13,30057.27,1496.6399999999999
TXN3197654,CUST00150,150,Snacks,6,605.96,0,51,Female,Tier_3,Samosa,Monthly,Gold,Non-Member,172,62,4,10102.69,294.03999999999996
TXN4286381,CUST01613,450,Snacks,1,240.59,150,22,Male,Tier_2,Cold Drink,Monthly,Gold,Member,735,17,9,18205.76,359.40999999999997
TXN8778606,CUST01481,350,Ticket,5,907.62,0,55,Female,Tier_1,Nachos,Yearly,Premium,Non-Member,133,48,6,17659.39,842.38
TXN4416039,CUST00050,250,Ticket,9,313.18,0,45,Female,Tier_1,Popcorn,Quarterly,Premium,Non-Member,561,11,7,18042.22,1936.82
TXN8460951,CUST00396,250,Merchandise,10,78.58,100,36,Female,Tier_3,Cold Drink,Yearly,Gold,Member,778,23,10,29141.34,2521.42
TXN7622093,CUST00132,450,Merchandise,7,134.94,0,27,Female,Tier_1,Popcorn,Monthly,Premium,Non-Member,805,120,6,18419.94,3015.06
TXN9727843,CUST01739,250,Ticket,3,172.99,0,27,Male,Tier_1,Popcorn,Yearly,Gold,Member,435,103,5,4678.17,577.01
TXN1822257,CUST01683,350,Merchandise,3,534.87,50,20,Female,Tier_1,Samosa,Monthly,Gold,Member,25,130,6,19477.28,565.13
TXN4565431,CUST00420,450,Merchandise,1,830.61,0,30,Male,Tier_1,Cold Drink,Monthly,Basic,Non-Member,281,60,6,17182.120000000003,-380.61
TXN2439383,CUST01022,250,Snacks,6,27.41,100,64,Male,Tier_2,Popcorn,Monthly,Basic,Non-Member,704,4,2,510.93,1572.59
TXN8295839,CUST01825,250,Ticket,6,785.67,0,41,Female,Tier_1,Popcorn,Weekly,Premium,Non-Member,389,77,2,3664.43,714.33
TXN4150714,CUST00233,350,Merchandise,2,520.61,0,51,Female,Tier_3,Cold Drink,Monthly,Gold,Member,485,19,5,11529.77,179.39
TXN1015341,CUST00103,150,Snacks,2,218.07,0,27,Female,Tier_1,Ice Cream,Weekly,Gold,Non-Member,371,40,7,18630.13,81.93
TXN9789963,CUST00444,150,Snacks,2,24.82,0,18,Male,Tier_1,Nachos,Weekly,Gold,Member,628,52,5,12364.76,275.18
TXN2071634,CUST00496,450,Snacks,6,101.91,0,20,Female,Tier_3,Nachos,Yearly,Basic,Member,898,14,8,25816.95,2598.09
TXN9765100,CUST00392,150,Snacks,4,375.7,100,49,Male,Tier_3,Cold Drink,Quarterly,Premium,Member,937,14,7,14431.04,324.3
TXN9484000,CUST00722,250,Ticket,1,97.74,100,50,Male,Tier_3,Ice Cream,Monthly,Basic,Non-Member,525,26,6,11220.09,252.26
TXN5728360,CUST00782,150,Snacks,8,694.91,0,65,Male,Tier_3,Popcorn,Monthly,Basic,Member,649,13,9,21322.83,505.09000000000003
TXN1624142,CUST01971,450,Merchandise,10,95.4,0,35,Female,Tier_3,Popcorn,Quarterly,Gold,Member,487,80,6,15846.3,4404.6
TXN2725212,CUST01438,150,Ticket,7,240.89,0,22,Male,Tier_2,Samosa,Yearly,Premium,Non-Member,551,35,2,3160.46,809.11
TXN8885674,CUST00175,450,Snacks,9,178.0,0,53,Male,Tier_1,Ice Cream,Monthly,Basic,Member,869,10,9,25198.25,3872.0
TXN2101808,CUST00848,150,Merchandise,1,166.97,0,43,Male,Tier_3,Samosa,Quarterly,Premium,Non-Member,226,244,2,6223.530000000001,-16.97
TXN5287978,CUST00389,150,Merchandise,6,238.0,0,43,Male,Tier_3,Nachos,Monthly,Gold,Member,847,67,7,12884.9,662.0
TXN7119422,CUST00506,250,Merchandise,9,162.2,0,36,Female,Tier_3,Ice Cream,Quarterly,Gold,Non-Member,318,37,6,13723.16,2087.8
TXN3382805,CUST00820,450,Merchandise,9,31.99,100,28,Male,Tier_3,Nachos,Yearly,Premium,Member,284,49,7,20823.63,4118.01
TXN8135725,CUST01903,450,Merchandise,1,1065.28,0,52,Male,Tier_2,Samosa,Monthly,Basic,Member,956,39,7,16303.03,-615.28
TXN9647622,CUST00311,250,Ticket,8,242.13,150,41,Male,Tier_2,Samosa,Monthly,Basic,Non-Member,59,37,6,20762.99,1907.87
TXN4724182,CUST01214,350,Ticket,1,159.31,0,61,Male,Tier_3,Samosa,Weekly,Gold,Member,212,14,4,11558.6,190.69
TXN6030215,CUST01933,150,Ticket,9,17.05,0,45,Female,Tier_3,Samosa,Monthly,Gold,Non-Member,748,44,6,13747.56,1332.95
TXN8917191,CUST01097,150,Merchandise,4,389.63,0,60,Male,Tier_2,Ice Cream,Monthly,Premium,Non-Member,657,34,5,12558.86,210.37
TXN8971120,CUST01625,450,Merchandise,2,172.44,50,25,Male,Tier_1,Popcorn,Quarterly,Basic,Non-Member,231,43,5,17611.06,777.56
TXN3152041,CUST00654,450,Merchandise,7,152.94,0,31,Male,Tier_3,Samosa,Yearly,Gold,Member,232,145,4,8766.93,2997.06
TXN2391572,CUST00907,150,Ticket,5,175.47,100,60,Male,Tier_1,Ice Cream,Yearly,Premium,Member,598,75,6,19626.58,674.53
TXN4634051,CUST01002,150,Snacks,8,947.33,150,60,Male,Tier_2,Cold Drink,Weekly,Gold,Member,202,98,8,19524.87,402.66999999999996
TXN8167112,CUST00193,450,Ticket,10,253.32,150,19,Male,Tier_1,Nachos,Monthly,Basic,Member,94,45,7,18122.61,4396.68
TXN8637977,CUST01577,350,Ticket,7,483.49,0,39,Male,Tier_1,Ice Cream,Monthly,Basic,Non-Member,932,41,6,18068.78,1966.51
TXN5462978,CUST00589,150,Merchandise,3,174.18,50,49,Male,Tier_1,Popcorn,Yearly,Gold,Non-Member,433,9,6,15183.65,325.82
TXN7373024,CUST01382,350,Ticket,10,235.76,0,22,Male,Tier_1,Nachos,Weekly,Gold,Member,347,5,4,15418.62,3264.24
TXN2480480,CUST01716,150,Snacks,10,273.28,0,39,Female,Tier_2,Samosa,Weekly,Basic,Member,298,63,3,4829.59,1226.72
TXN5773351,CUST00742,250,Snacks,2,34.66,0,29,Male,Tier_2,Ice Cream,Yearly,Premium,Non-Member,491,78,8,12708.92,465.34000000000003
TXN6515560,CUST01860,150,Ticket,3,55.23,0,52,Female,Tier_1,Ice Cream,Yearly,Gold,Non-Member,77,20,7,13591.17,394.77
TXN7733128,CUST00276,250,Merchandise,8,377.21,50,32,Female,Tier_2,Popcorn,Quarterly,Basic,Non-Member,720,9,9,20396.69,1672.79
TXN6345967,CUST00452,250,Snacks,2,452.03,0,53,Female,Tier_2,Ice Cream,Quarterly,Gold,Member,997,148,5,9734.16,47.97000000000003
TXN7759870,CUST01169,150,Snacks,9,549.92,100,42,Female,Tier_2,Cold Drink,Yearly,Basic,Member,19,93,5,16037.32,900.08
TXN5027624,CUST01391,150,Ticket,8,114.07,150,37,Female,Tier_3,Popcorn,Yearly,Basic,Non-Member,773,80,7,14715.34,1235.93
TXN3453713,CUST00748,250,Snacks,6,160.3,0,56,Female,Tier_1,Ice Cream,Weekly,Gold,Non-Member,604,100,8,20575.08,1339.7
TXN3156471,CUST01372,150,Ticket,3,25.41,0,43,Female,Tier_1,Samosa,Weekly,Premium,Member,948,65,6,18447.42,424.59
TXN6103531,CUST00177,450,Ticket,10,12.04,100,56,Female,Tier_2,Samosa,Yearly,Basic,Member,197,66,5,9104.17,4587.96
TXN3403183,CUST00427,150,Snacks,4,1045.5,0,59,Male,Tier_3,Ice Cream,Monthly,Premium,Member,447,101,6,19324.11,-445.5
TXN8059996,CUST00656,250,Snacks,4,738.32,0,45,Female,Tier_1,Nachos,Yearly,Basic,Non-Member,179,30,4,14944.28,261.67999999999995
TXN1632773,CUST00117,150,Merchandise,10,290.33,0,35,Male,Tier_2,Ice Cream,Monthly,Premium,Non-Member,930,86,7,10420.61,1209.67
TXN1059584,CUST01490,150,Ticket,4,270.18,0,64,Male,Tier_2,Cold Drink,Quarterly,Premium,Non-Member,4,136,5,11955.27,329.82
TXN4015042,CUST00687,150,Merchandise,1,1031.7,0,49,Male,Tier_1,Cold Drink,Yearly,Basic,Member,260,58,5,12880.79,-881.7
TXN8125242,CUST00855,250,Snacks,9,558.0,0,51,Male,Tier_3,Popcorn,Quarterly,Gold,Member,16,46,6,10829.62,1692.0
TXN3300246,CUST00288,450,Merchandise,10,38.85,100,50,Female,Tier_3,Ice Cream,Monthly,Basic,Non-Member,537,19,5,9314.99,4561.15
TXN8683940,CUST01576,350,Merchandise,2,12.86,50,35,Male,Tier_1,Cold Drink,Yearly,Basic,Non-Member,719,2,5,10377.75,737.14
TXN5102144,CUST01382,450,Snacks,10,625.63,50,22,Male,Tier_1,Nachos,Weekly,Gold,Member,347,5,4,15418.62,3924.37
TXN3093662,CUST00194,250,Merchandise,4,308.63,100,25,Female,Tier_3,Popcorn,Quarterly,Premium,Non-Member,831,70,5,13664.0,791.37
TXN1482875,CUST01327,450,Snacks,2,334.93,150,28,Female,Tier_1,Samosa,Monthly,Gold,Member,806,9,8,18759.75,715.0699999999999
TXN3101602,CUST01782,250,Snacks,7,758.53,0,20,Female,Tier_3,Cold Drink,Weekly,Basic,Non-Member,138,66,6,22037.84,991.47
TXN7652371,CUST00180,250,Snacks,3,822.31,0,24,Male,Tier_2,Ice Cream,Quarterly,Gold,Non-Member,393,1,7,21167.21,-72.30999999999995
TXN8297775,CUST00886,150,Merchandise,4,473.45,0,22,Female,Tier_3,Cold Drink,Yearly,Premium,Non-Member,369,27,8,20769.94,126.55000000000001
TXN7629911,CUST01945,250,Ticket,10,567.1,0,28,Male,Tier_3,Nachos,Yearly,Premium,Non-Member,796,8,10,21347.12,1932.9
TXN5057359,CUST00597,150,Ticket,10,240.92,50,60,Female,Tier_1,Samosa,Yearly,Premium,Member,67,73,4,5640.85,1309.08
TXN6414277,CUST00889,450,Snacks,9,390.53,0,22,Male,Tier_1,Ice Cream,Yearly,Basic,Member,314,76,7,20845.04,3659.4700000000003
TXN1492012,CUST00650,350,Ticket,2,1040.55,100,37,Male,Tier_2,Popcorn,Weekly,Basic,Member,311,38,6,18309.58,-240.54999999999995
TXN4162018,CUST00989,150,Ticket,6,778.61,0,30,Male,Tier_2,Nachos,Yearly,Basic,Non-Member,369,98,5,11293.06,121.38999999999999
TXN9940189,CUST01095,150,Merchandise,5,103.96,0,31,Male,Tier_2,Cold Drink,Yearly,Gold,Member,54,28,6,17356.129999999997,646.04
TXN7057598,CUST01788,150,Merchandise,5,247.41,0,60,Male,Tier_3,Samosa,Monthly,Gold,Non-Member,4,23,6,20615.2,502.59000000000003
TXN9242231,CUST01150,450,Ticket,1,735.94,0,18,Female,Tier_3,Ice Cream,Quarterly,Gold,Non-Member,97,170,8,26835.89,-285.94000000000005
TXN2705829,CUST00253,350,Merchandise,9,19.33,0,62,Male,Tier_1,Nachos,Weekly,Basic,Non-Member,815,30,4,4137.51,3130.67
TXN3867483,CUST00564,150,Snacks,10,345.49,0,28,Male,Tier_1,Cold Drink,Yearly,Basic,Member,237,2,6,18372.32,1154.51
TXN4171440,CUST00466,250,Ticket,1,369.82,0,61,Male,Tier_1,Popcorn,Weekly,Basic,Member,174,75,5,16410.84,-119.82
TXN9363019,CUST01603,250,Ticket,5,1109.45,150,44,Male,Tier_2,Samosa,Yearly,Premium,Non-Member,110,234,3,8021.69,290.54999999999995
TXN5354733,CUST00285,450,Snacks,5,379.42,150,60,Female,Tier_2,Samosa,Yearly,Gold,Member,321,52,4,8415.199999999999,2020.58
TXN2543867,CUST01811,350,Snacks,10,222.26,150,20,Male,Tier_3,Cold Drink,Monthly,Premium,Non-Member,956,111,3,7276.71,3427.74
TXN1833822,CUST00524,450,Ticket,5,142.27,50,58,Female,Tier_3,Nachos,Yearly,Gold,Non-Member,104,5,8,19097.08,2157.73
TXN6541621,CUST00521,350,Snacks,9,968.66,100,27,Female,Tier_1,Ice Cream,Yearly,Basic,Non-Member,667,6,8,17416.5,2281.34
TXN9625390,CUST01900,350,Merchandise,5,180.54,0,21,Female,Tier_2,Ice Cream,Quarterly,Premium,Member,737,7,6,15403.86,1569.46
TXN8196746,CUST01342,250,Snacks,4,544.12,100,25,Female,Tier_2,Popcorn,Monthly,Basic,Non-Member,378,229,5,16512.370000000003,555.88
TXN6254453,CUST01061,250,Ticket,8,612.32,0,35,Male,Tier_1,Cold Drink,Quarterly,Gold,Member,66,34,5,12155.9,1387.6799999999998
TXN9521022,CUST01893,350,Ticket,7,203.53,0,20,Male,Tier_1,Popcorn,Weekly,Premium,Non-Member,76,20,9,18693.91,2246.47
TXN5091208,CUST00616,350,Merchandise,1,58.43,100,24,Female,Tier_3,Samosa,Monthly,Gold,Non-Member,510,2,7,12490.7,391.57
TXN1999475,CUST01638,150,Merchandise,5,115.08,0,57,Male,Tier_2,Nachos,Monthly,Basic,Non-Member,819,86,6,11788.82,634.92
TXN8682046,CUST00105,350,Ticket,10,1046.04,0,38,Male,Tier_3,Nachos,Weekly,Basic,Non-Member,374,101,8,15010.33,2453.96
TXN4813067,CUST00916,250,Merchandise,6,328.58,0,48,Male,Tier_1,Ice Cream,Quarterly,Basic,Member,627,2,7,23178.73,1171.42
TXN1479448,CUST01152,450,Ticket,6,57.45,0,60,Male,Tier_1,Ice Cream,Monthly,Gold,Non-Member,296,33,9,22815.77,2642.55
TXN1081630,CUST01412,350,Ticket,9,93.95,0,32,Female,Tier_3,Popcorn,Weekly,Premium,Non-Member,762,11,4,10118.27,3056.05
TXN2085992,CUST00465,450,Merchandise,4,345.65,100,43,Male,Tier_1,Nachos,Yearly,Basic,Non-Member,784,72,6,14995.97,1554.35
TXN2319852,CUST00386,150,Ticket,6,219.69,50,64,Male,Tier_2,Cold Drink,Monthly,Gold,Non-Member,827,32,6,16674.04,730.31
TXN7005735,CUST00822,450,Snacks,7,209.29,50,54,Male,Tier_1,Nachos,Quarterly,Premium,Member,830,95,5,14506.0,2990.71
TXN6770456,CUST01651,150,Merchandise,4,298.26,100,18,Male,Tier_3,Popcorn,Yearly,Premium,Non-Member,816,57,3,8987.42,401.74
TXN6741524,CUST00600,350,Merchandise,1,911.69,0,54,Female,Tier_1,Nachos,Monthly,Premium,Member,960,42,3,8392.92,-561.69
TXN2573148,CUST00664,450,Merchandise,5,466.41,100,61,Female,Tier_3,Samosa,Monthly,Premium,Member,563,41,4,13478.23,1883.59
TXN4689637,CUST01548,450,Merchandise,7,10.31,0,57,Male,Tier_3,Samosa,Monthly,Basic,Member,612,19,7,10590.09,3139.69
TXN8644161,CUST00852,250,Snacks,2,396.84,0,50,Female,Tier_1,Nachos,Yearly,Basic,Non-Member,366,60,6,13990.54,103.16000000000003
TXN6326103,CUST01368,350,Snacks,3,827.37,0,56,Female,Tier_2,Popcorn,Yearly,Premium,Non-Member,594,9,9,16715.27,222.63
TXN8118823,CUST00356,350,Merchandise,8,80.11,0,30,Male,Tier_2,Nachos,Quarterly,Premium,Member,617,12,7,16849.1,2719.89
TXN4926562,CUST00869,450,Ticket,4,55.06,0,48,Male,Tier_3,Popcorn,Quarterly,Premium,Non-Member,123,43,8,25166.45,1744.94
TXN9289149,CUST00893,350,Snacks,6,56.07,0,58,Male,Tier_3,Ice Cream,Quarterly,Basic,Member,385,8,7,16543.64,2043.93
TXN8025845,CUST01873,250,Merchandise,3,1153.79,0,56,Male,Tier_1,Nachos,Quarterly,Basic,Non-Member,988,5,6,19331.35,-403.78999999999996
TXN4844528,CUST01601,150,Snacks,2,505.05,0,65,Female,Tier_2,Ice Cream,Quarterly,Premium,Member,978,94,5,13384.78,-205.05
TXN7195781,CUST00298,250,Snacks,1,401.8,0,20,Male,Tier_3,Samosa,Yearly,Premium,Member,863,28,6,8750.369999999999,-151.8
TXN4985367,CUST01609,250,Snacks,6,172.44,150,28,Male,Tier_1,Nachos,Weekly,Basic,Non-Member,28,55,5,12736.57,1477.56
TXN4100519,CUST00956,150,Ticket,5,641.22,100,62,Female,Tier_1,Ice Cream,Monthly,Premium,Non-Member,739,49,5,17494.6,208.77999999999997
TXN2427420,CUST00398,250,Merchandise,7,414.76,50,33,Female,Tier_1,Samosa,Weekly,Premium,Non-Member,988,15,5,8367.11,1385.24
TXN2418621,CUST01875,250,Merchandise,8,712.19,0,32,Female,Tier_1,Popcorn,Monthly,Basic,Non-Member,189,20,5,14718.07,1287.81
TXN7845108,CUST00033,150,Merchandise,10,177.88,0,36,Female,Tier_3,Samosa,Monthly,Gold,Member,586,21,5,15661.36,1322.12
TXN8581866,CUST01864,250,Merchandise,7,27.4,0,39,Male,Tier_3,Cold Drink,Weekly,Basic,Non-Member,942,27,8,19436.01,1722.6
TXN9445981,CUST01498,250,Merchandise,2,153.63,0,60,Male,Tier_1,Nachos,Quarterly,Premium,Non-Member,493,251,1,862.54,346.37
TXN2266948,CUST01162,450,Ticket,7,800.35,0,23,Male,Tier_3,Samosa,Quarterly,Premium,Non-Member,77,48,4,7121.76,2349.65
TXN3296951,CUST00736,450,Snacks,5,10.89,0,34,Female,Tier_2,Popcorn,Monthly,Gold,Member,806,55,7,15694.33,2239.11
TXN4296668,CUST01769,350,Snacks,1,402.14,0,37,Male,Tier_2,Ice Cream,Yearly,Gold,Member,208,29,5,16921.989999999998,-52.139999999999986
TXN7329770,CUST00269,250,Merchandise,10,25.89,0,21,Female,Tier_1,Ice Cream,Monthly,Basic,Member,565,8,5,11136.19,2474.11
TXN6808609,CUST01307,250,Merchandise,7,223.95,0,47,Female,Tier_1,Ice Cream,Quarterly,Basic,Non-Member,342,29,8,18471.1,1526.05
TXN1797321,CUST00487,150,Merchandise,4,321.73,100,19,Female,Tier_1,Samosa,Weekly,Premium,Non-Member,366,14,4,9496.66,378.27
TXN2154396,CUST00610,250,Ticket,9,600.71,0,27,Male,Tier_2,Popcorn,Weekly,Basic,Non-Member,213,21,6,14526.14,1649.29
TXN5086710,CUST01820,250,Snacks,1,247.12,0,29,Female,Tier_3,Popcorn,Yearly,Basic,Member,487,19,7,12738.85,2.8799999999999955
TXN5103156,CUST00500,450,Ticket,5,28.39,0,62,Male,Tier_2,Ice Cream,Weekly,Gold,Member,280,29,5,9924.98,2221.61
TXN9982809,CUST00482,250,Snacks,3,37.84,0,36,Female,Tier_1,Samosa,Weekly,Gold,Member,325,38,9,24251.09,712.16
TXN7488346,CUST01806,150,Merchandise,7,261.43,0,44,Male,Tier_3,Nachos,Yearly,Basic,Non-Member,306,96,5,16811.38,788.5699999999999
TXN2442063,CUST01101,450,Ticket,10,14.09,150,25,Female,Tier_3,Popcorn,Quarterly,Gold,Non-Member,2,99,3,10980.5,4635.91
TXN9089012,CUST00878,150,Ticket,3,5.17,0,58,Male,Tier_2,Nachos,Yearly,Premium,Non-Member,878,46,5,12884.9,444.83
TXN8950541,CUST01980,450,Ticket,5,374.24,0,50,Male,Tier_2,Nachos,Quarterly,Premium,Non-Member,281,5,4,9970.1,1875.76
TXN4024988,CUST00214,450,Ticket,2,617.73,0,20,Male,Tier_1,Samosa,Weekly,Premium,Non-Member,576,111,4,6630.15,282.27
